title,href,desc
金色荐读丨2019年涉币犯罪致60亿美元损失,https://www.jinse.com/blockchain/575323.html,围绕数字资产的犯罪手段，多得你想不到。
加拿大证券管理委员会发布新规：加密交易所将受证券法约束,https://www.jinse.com/blockchain/575321.html,加拿大证券管理委员会（CSA）周四发布了最新的指导方针。
金融科技监管沙盒首批应用落地：700字公告背后的监管战略如何变化？,https://www.jinse.com/blockchain/574795.html,对建设金融科技新业态、提升中国金融核心竞争力具有战略意义
短短11天 全国13个省市将区块链写入政府工作报告,https://www.jinse.com/blockchain/574708.html,2019年区块链实现了主流认可，2020年伊始各省积极布局。随着全国市级“两会”的陆续结束，省级两会拉开序幕
金融科技“监管沙盒”试点应用出炉 金融科技企业携持牌机构“入盒”将成趋势,https://www.jinse.com/blockchain/574674.html,我国在构建金融科技监管基本规则体系方面又迈出关键一步。
中国6地设置监管沙盒 能否成为中国区块链金融创新特区？,https://www.jinse.com/blockchain/574631.html,回到我国，无论是民间自发组织的“产业沙盒”，还是政府背书的“监管沙盒”，都处在局部发展或试点的阶段。区块链金融产品应该以政策合规为先，还是以技术工具检验为先，还尚无定论。
政策利好 马来西亚证券委员会发布IEO监管指南,https://www.jinse.com/blockchain/574671.html,马来西亚证券委员会（SC）周三发布了一份有关数字资产行业的详细指南，注册的首次交易所发行（IEO）平台可以进行代币发售。
肖飒：中国版监管沙箱 未来可期,https://www.jinse.com/blockchain/574107.html,第一波创新应用的导向是：物联网、大数据、人工智能、区块链、API等，可总结为新技术+金融的创新融合。
20国家齐聚 金融稳定委员会首次将稳定币列为重点事项,https://www.jinse.com/blockchain/573976.html,FSB强调，在将稳定币纳入全球金融体系之前，对稳定币进行风险评估并事先制定相关监管方案。
纽约证券交易所要求SEC撤回其比特币ETF申请,https://www.jinse.com/blockchain/573896.html,纽约证券交易所Arca致信美国证券交易委员会（SEC）撤回其比特币ETF的申请。
区块链大规模写进中国政府决策文件背后：已度过实验期,https://www.jinse.com/blockchain/573840.html,据互链脉搏统计，在“1024会议”之后，“区块链”已经进入到中国政府多个部门发布的文件中。这白纸黑字是中国落实区块链发展战略的点点滴滴。
区块链赋能实体可期 多省政府工作报告积极扶持,https://www.jinse.com/news/blockchain/573603.html,自2019年中央政治局集体学习区块链，产业发展迎来政策春风，上市公司也多有布局。步入2020年，区块链的热度在各省政府工作报告中不断展现。
金色前哨丨商务部：将区块链等信息技术研发和应用纳入国家科技计划支持范围,https://www.jinse.com/news/blockchain/573263.html,将企业开展云计算、基础软件、集成电路设计、区块链等信息技术研发和应用纳入国家科技计划(专项、基金等)支持范围。培育一批信息技术外包和制造业融合发展示范企业。
北京金融局局长：未来境内应该不会发放虚拟币交易所牌照,https://www.jinse.com/blockchain/572654.html,我国不允许跨境虚拟币交易，任何机构不能把境外的虚拟货币卖到国内，任何机构不得提供虚拟货币与人民币的兑换。
一日八地两会定调2020年发展规划：数字货币成多地政府工作报告关键词,https://www.jinse.com/blockchain/572417.html,数字经济是未来发展竞争的主战场。中国证券报记者发现，“数字经济”已经成为不少省（市/自治区）2020年政府工作报告的重要内容，浙江省还将“数字经济”作为一号工程进行推进。
北京金融局局长：区块链技术会纳入下周监管沙箱项目测试,https://www.jinse.com/blockchain/572195.html,测试区块链技术的关键不仅测试技术本身，也会测试项目服务实体经济的作用，比如能多大程度服务小微、提升金融风险管理、给更多百姓提供金融价值。
各国代表在FATF开会讨论如何监管虚拟资产和虚拟资产服务提供商,https://www.jinse.com/news/blockchain/571839.html,1月9日，各国主管开会讨论了如何监督和管理虚拟资产和虚拟资产服务提供商（VASP）。
金色实力派｜对话谢纬：揭秘区块链第一城娄底的“小城大计”,https://www.jinse.com/live_broadcast/349,“链城”娄底，一座走在时代发展前沿的城市。
直播|上海市徐汇公证处区块链电子数据存储平台发布会,https://www.jinse.com/live_broadcast/348,"数说  共链  求真  公证
上海市徐汇公证处“汇存”区块链电子数据存储平台发布会
主办方：上海市徐汇公证处
协办方：北京众享比特科技有限公司   律新社
时间：2020年1月17日14:00
地点：瑞力大厦18楼徐汇公证处多功能会议室"
金色实力派丨丝路集团：“一带一路”上的区块链战略布局,https://www.jinse.com/live_broadcast/347,当下区块链与实体经济相结合已成为不可阻挡的时代大潮，金色财经推出“区块链+产业新模式”系列访谈【实力派】，对话走在区块链+最前端的明星企业和集团。1月17日13：00，对话丝路集团、微观科技，一起来看看在“一带一路”上的区块链战略布局，敬请关注！
金色讲堂第22期|SafePal：区块链生态的安全守望者,https://www.jinse.com/live_broadcast/345,金色讲堂全新品牌内容升级，1期1家明星企业热点话题，助你把握市场脉搏、深度了解行业、捕获投资机遇！金色讲堂第22期|SafePal：区块链生态的安全守望者
半木夏BTC--合约这样玩低杠杆20天也能盈利50倍,https://www.jinse.com/live_broadcast/344,1月15日18:00，金色盘面邀请实盘大V半木夏BTC做客金色财经《大咖零距离》直播间，将分享《合约这样玩低杠杆20天也能盈利50倍》，敬请关注。
直播|破界・融合 区块链与数字金融高峰论坛,https://www.jinse.com/live_broadcast/342,1月15日上午，第十届中国金融与创新发展论坛系列活动——破界・融合 区块链与数字金融高峰论坛在北京举办。金色财经为您带来现场图文直播。
金色✖️币印|现在还能入场挖矿吗？（一）,https://www.jinse.com/live_broadcast/341,金色财经联合币印会客室，直播币印会客室第一期，1月14日17：00，跟币印联合创始人朱砝、狼神矿机创始人狼神、HASHHUB云算力创始人胡文涛、贝宝金融联合创始人王立这四位七年老矿工一起学挖矿！
金色实力派|中企云链：国有控股混合所有制企业的区块链金融探索与实践,https://www.jinse.com/live_broadcast/340,当下区块链与实体经济相结合已成为不可阻挡的时代大潮，金色财经推出“区块链+产业新模式”系列访谈【实力派】，对话走在区块链+最前端的明星企业和集团。本期对话中企云链，1月14日15：00，金色财经与央视主持人对话中企云链董事长刘江，一起聊聊中企云链在区块链金融探索与实践。
泰迪帮主—3个月盈利20倍我是这样操作高杠杆超短线合约的,https://www.jinse.com/live_broadcast/339,1月9日18:00，金色盘面邀请捞针选手泰迪帮主做客金色财经《大咖零距离》直播间，将分享《3个月盈利20倍我是这样操作高杠杆超短线合约的》，敬请关注！
金色✖️力说|跨链双雄：Polkadot VS cosmos,https://www.jinse.com/live_broadcast/338,1月8日20：00，力说联合金色财经战略支持直播，张力、曹寅对话Polkadot早期社区成员姜富耀、coinex chain早期开发者姜家志，看跨链双雄如何竞逐，敬请关注。
区块链经济全景与未来：Fintech进化引擎（下）,https://www.jinse.com/blockchain/577106.html,以第一性原理解构区块链经济全景与未来.
区块链对金融领域的“冲击”没有想象中大,https://www.jinse.com/blockchain/577021.html,行业涌现了很多案例，但这些案例的价值在哪里？
首发丨区块链赋能医疗产业报告,https://www.jinse.com/news/blockchain/576476.html,区块链在数据保密、智能合约、生态激励等方面具有天然的优势，与医疗行业具有较高的契合度，能为医疗行业提供多环节安全解决方案，同时也能助推医疗行业智能化发展。
四川发布区块链产业白皮书 区块链应用“新风口”看这 7 个方向,https://www.jinse.com/blockchain/576340.html,目前全省有44家以区块链技术研究为核心的企业，其中35家落户成都。
2020冬季达沃斯论坛区块链前瞻：数字货币成核心议题 却没中国角色,https://www.jinse.com/blockchain/575223.html,去年的达沃斯论坛出现了一面倒对加密货币的批评，对区块链兴趣远不如2018年。但2019年年中Libra的出现、中国央行数字货币的进展，以及大量区块链用例的落地。
金色实力派｜与央视主持人一道 对话国资背景实力派企业中企云链,https://www.jinse.com/news/blockchain/573741.html,拥有雄厚的国资背景，中企云链的2020会如何波澜壮阔呢？
人大新闻学院“触链”：传媒区块链产业智库筹备会成功举办 专家热议传媒业新机遇,https://www.jinse.com/news/blockchain/573375.html,1月12日，“2020传媒区块链高级研讨会暨传媒区块链产业智库筹备会”在中国人民大学明德新闻楼召开。
区块链等11组关键词看产业变革 腾讯发布《蓄势：产业互联网2019回顾与2020展望报告》,https://www.jinse.com/blockchain/572998.html,腾讯研究院发布年度报告，全文分成技术产业化、产业数字化、数字国际化三个篇章，其中技术产业化篇针对重点新型技术应用进展，包括区块链、云与SaaS、大数据、人工智能、5G等。
工信部电子标准院李鸣：标准化推动区块链产业发展,https://www.jinse.com/blockchain/572671.html,标准是发现世界基本规律、加速社会进步的基石，以“标准化”为依据，建立技术体系、应用体系与服务体系，并将所有体系构建成完整的生态体系，是真正发挥区块链技术价值的前提。
区块链+AI场景化引领下一个十年 中国企业腾飞的时代到了？,https://www.jinse.com/blockchain/572416.html,进入2020世代，以5G、物联网、区块链为代表的新一代技术，也在助力AI不断升级。
区块链融入智能制造 打造产业区块链生态,https://www.jinse.com/blockchain/572410.html,区块链融入智能制造的新生态是推进两化深度融合的战略选择，正在为全球信息技术与制造业发展带来颠覆性变革。
ASIC制造行业中国独领风骚 比特币矿机厂居首功,https://www.jinse.com/blockchain/572256.html,SHA-256 ASIC采矿硬件制造商的分布非常集中，2019年排名前四的制造商占总市场的95％以上。
中国区块链50城之福州：“数字福州”加速建设 贸易经济支撑区块链产业落地,https://www.jinse.com/blockchain/571338.html,2018年，数字经济规模突破2800亿元，2019年，福州市数字经济规模达3500亿元。福州市委、市政府提出“数字福州”建设三年行动计划，明确要加快培育区块链新兴产业。
金色观察|什么是判断2020年区块链潮流的基本逻辑？,https://www.jinse.com/news/blockchain/571128.html,在熟悉宏观经济形势的眼中，各行业的发展、风口的出现和消失，在每一年表现出的不同景象，都有迹可循，从结果可以推算成因，这便是行业发展热点或者潮流的基本逻辑。
2020“减产”年 惊喜还是惊吓？,https://www.jinse.com/blockchain/570949.html,六个主流网络轮番减产，行业老炮提示“理性看待”。
把握技术新机遇 构建能源区块链,https://www.jinse.com/blockchain/570654.html,区块链技术对于改变交易模式，降低交易成本，重塑产业优势具有重要意义，区块链技术所赋予的征信经济将市场化改革推向深入。
贸易大国的使命（中篇）：区块链跨境贸易应用的深远意义,https://www.jinse.com/blockchain/570650.html,区块链跨境贸易的产业应用，为世界贸易带来的是协同合作的精神与理念；为世界贸易提供了数据信息在安全加密状态下的公平交互环境；为世界贸易创造出诚信贸易环境。
传统和先进的完美结合：区块链+农业将大有可为,https://www.jinse.com/blockchain/569997.html,“区块链+”将是未来发展的趋势。
财联社点评：区块链为何被列入2019年银行业十件大事？,https://www.jinse.com/blockchain/569963.html,首个单独针对金融科技的顶层设计文件出台，对未来银行业发展具有重要指导意义，区块链技术在金融领域的推广应用，将有力提升金融监管效能与金融活动效率。
伊朗战争阴影下的中国矿工：“一旦开战 人撤机卖”,https://www.jinse.com/blockchain/569870.html,逐电力而居的中国矿工们，突然坐在了世界的火山口。
金色观察|MAS数字银行牌照究竟有何魅力？,https://www.jinse.com/news/blockchain/569246.html,新加坡金融管理局（MAS）发布公告，截至2019年12月31日申请截止，已收到21份数字银行牌照申请。
解放军报：区块链军事应用方兴未艾,https://www.jinse.com/blockchain/568723.html,同其他新兴技术产生后必然运用于军事领域一样，区块链技术在军事领域同样有着广阔的应用发展前景，其在军事领域取得应用突破，势必产生深刻影响。
金色荐读丨悲喜交加的韩国区块链行业,https://www.jinse.com/blockchain/567893.html,曾几何时，韩国加密货币随着国际大盘发展迅猛，韩国相关企业通过ICO赚取了数千亿韩元，但好景不到三年。2020年是区块链企业向投资者交付成果的一年，如未能交付，将
金色荐读丨以太坊永不为奴 ETH2前途光明,https://www.jinse.com/blockchain/577520.html,毫不夸张的说，ETH2的研究团队是整个区块链领域中最有经验和才华的协议设计团队。
一文读懂加密货币智能钱包生态先行者,https://www.jinse.com/blockchain/577536.html,想抛开私钥和助记词，你必须了解一下智能钱包。
Polkadot VS Cosmos：谁是2020跨链之王？（上）,https://www.jinse.com/blockchain/577454.html,密码极客首届线上辩论赛全程回顾
开源的货币与开源的生态系统,https://www.jinse.com/blockchain/577199.html,区块链革命将推动开源世界的成长
金色荐读丨一文读懂UTXO合并,https://www.jinse.com/blockchain/576951.html,对于既频繁接收又频繁发送付款的组织来说，合并是省钱的最有效方法之一。
以太坊2.0 Staking 指南 ：激励机制,https://www.jinse.com/blockchain/576736.html,我们将探析在 eth2 中举足轻重的激励机制，以及如何通过奖励、惩罚和罚没的形式来实现。
波卡周报：发布跨链协议 XCMP 和 Cumulus 平行链模块,https://www.jinse.com/blockchain/576707.html,1月13日，Gavin 发推宣告，Kusama 在经历几天的 chaos 之后终于恢复正常。
如何把区块链应用交给社区？这有一份渐进式去中心化操作手册,https://www.jinse.com/blockchain/576354.html,试试这三个步骤，成功将区块链项目「交给社区」。
区块链的“生物钟”长啥样？,https://www.jinse.com/blockchain/575532.html,逻辑时钟的概念让区块链和其他分布式系统有序起来
清算人：如何在DeFi赚取丰厚利润,https://www.jinse.com/blockchain/575431.html,清算人是让DeFi正常运行的秘密鲸鱼。
「数字货币 TOP100 大探索26」Cosmos | 今年跨链会怎样？,https://www.jinse.com/blockchain/574903.html,"今天 TOP 100 数字货币大探索，分享一个市值排名很靠前的跨链项目 Cosmos ATOM。

希望一篇短文讲清楚跨链。"
如何对一个区块链项目进行尽职调查？,https://www.jinse.com/blockchain/574824.html,提出的解决方案在技术上可行吗? 为什么一定需要区块链? 是否处于预期之内?
"IPFS实际应用,5分钟简单搭建“爱奇艺”",https://www.jinse.com/blockchain/574369.html,IPFS应用前景有多大，简单看一下他的实际应用即可。
金色荐读丨以太坊2.0的Staking逻辑,https://www.jinse.com/news/blockchain/573932.html,在以太坊 2.0 中，为了参与投票（即成为一名验证者），你需要质押 ETH。为此，你将会获得部基于某个利率 (收益率) 的额外 ETH 奖励以及部分网络交易费。
以太坊2.0如何实现“刷卡级”速度？,https://www.jinse.com/blockchain/573148.html,V神立下Flag，2.0版以太坊交易确认时间可缩短至3~6秒。
手把手：用RUST语言开发RSA算法模拟,https://www.jinse.com/blockchain/572914.html,RSA算法的来龙去脉，原来如此~
ChainLink、预言机与两个世界的连接,https://www.jinse.com/blockchain/572799.html,去中心化预言机是加密世界的重要基石之一。
比特币与黄金之间的联系,https://www.jinse.com/blockchain/572804.html,比特币和黄金，原油之间存在着什么联系呢？他们的价格走势呢
为什么中本聪会在比特币白皮书中提出 SPV ？什么是 SPV （简单支付验证） ？,https://www.jinse.com/blockchain/572661.html,今天分享下为什么在短短的白皮书中会提到SPV，简单支付验证。
DeFi 中的资产合成工具：Synthetix,https://www.jinse.com/blockchain/572324.html,合成工具将成为通往 DeFi 未来以及实现 DeFi 普及的阶梯
用比特币的中间层知识完善区块链认知,https://www.jinse.com/blockchain/572170.html,今天聊一聊区块链认知
技术分析|以太坊、比特币和比特币现金上的智能合约,https://www.jinse.com/blockchain/571944.html,”尽管尚不如以太坊，大家都以自己独特的方式和优势支持链上智能合约的存在。“
IBM量子位计算机“Raleigh”实现了32量子体积 会对比特币安全构成威胁吗？,https://www.jinse.com/blockchain/571928.html,在昨天的2020年国际消费电子展（CES 2020）上，该公司宣布，其28位量子位计算机“Raleigh”已经实现了32量子体积（Quantum Volume）。
入门科普：比特币技术（一）,https://www.jinse.com/blockchain/577508.html,比特币技术（一）---去中心化
最新发布/你知道全球知名加密数字货币钱包有哪些吗 进来看看 有你在用的吗,https://www.jinse.com/blockchain/577356.html,全球加密数字货币钱包排行榜  介绍
观点丨从区块链应用落地看区块链共识,https://www.jinse.com/blockchain/577027.html,区块链共识是什么？为什么需要共识？
吴建刚：第一存储公链——交子链（CNT）,https://www.jinse.com/blockchain/576972.html,交子链是第一存储公链，它不仅是一个存储的公链，还是功能完备的公有链，拥有无限可扩展交易速度和分布式通讯功能。
最新发布/你知道全球知名数字货币交易所有哪些吗 进来看看 有你在用的吗,https://www.jinse.com/blockchain/576860.html,最新发布/全球数字货币交易所排行榜
构建数字化“分歧终端机”——探索Commit-Reveal Scheme,https://www.jinse.com/blockchain/576621.html,以太坊是一个公共区块链，可因此却导致了对于隐私数据的管理困难。而有许多应用程序则必需要隐藏值才能正常运行，因此，commitment schemes就成为了一个
俄罗斯币圈真相（二）：莫斯科“历险记”,https://www.jinse.com/blockchain/576607.html,运钞车送钱、AK47压阵、一手交钱一手打币，记者带你一探莫斯科的币圈真相
下一代互联网Skywire竞争对手分析（五）总结篇,https://www.jinse.com/blockchain/576390.html,它快速、自由、私人的、匿名的、加密的、不依赖于ISP，不受审查制度影响的、去中心化的并且有经济激励。期待Skywire尽快普及让更多人享受到新网络的福利。
探索 | Web 3.0如何驱动未来,https://www.jinse.com/blockchain/575056.html,去中心化治理将如何运作，去中心化互联网和经济将如何适应现有的立法框架？
贸易大国的使命（下）:区块链跨境贸易应用对世界数字货币发展及社会经济治理的变革影响,https://www.jinse.com/blockchain/574984.html,区块链跨境贸易的生态场景对人民币数字国际化将起到关键性决定作用；随着区块链跨境贸易的产业应用范围扩大，区块链将对社会经济治理结构产生范式革命。
网络行为与区块链技术的关系,https://www.jinse.com/blockchain/574816.html,BLockMania现推出全新栏目「大咖说」，通过邀请产业大咖和行业专家，聚焦行业热点，分享他们在产业与区块链结合的最新洞察，从概念到应用，为你深度解析区块链
ipfs filecoin项目简介,https://www.jinse.com/blockchain/574796.html,ipfs filecoin项目简介
北行漫记：带你了解最真实的俄罗斯币圈,https://www.jinse.com/blockchain/574170.html,俄罗斯币圈真相（一）：初识俄罗斯  不止是战斗民族
NFT 圣经：关于非同质化代币的所有知识,https://www.jinse.com/blockchain/573964.html,NFT 圣经：关于非同质化代币的所有知识
良禽择木 凤栖梧桐 有多少传统金融精英转投加密新前景？,https://www.jinse.com/blockchain/573471.html,俗话说良禽择木而栖，各领域的精英也是如此，只要行业前景足够有吸引力，他们总会第一时间向之迁移。仅去年一年中，有多少传统行业精英转投了加密行业的怀抱？
关于脑裂 - 中本聪都说了些什么 ？,https://www.jinse.com/blockchain/572754.html,​在断网，硬分叉等极端的情况下，千万不要冒险进行交易。要看大势，大势是接，就可以接，如果就你几个人愿意接，那还是算了，这时标新立异你就是冤大头。
通证经济模型与实践 之 DAC分布式自组织商业体的形成过程与二维价值表示 （一）,https://www.jinse.com/blockchain/572430.html,DAC没有明确的组织边界，是“跨域”的。参与者通过某个项目或者协作而自行地组织在一起，创造价值并获取收益和激励，同时随着协作的不断深入，逐渐形成共识社群。
2019年区块链的速度与激情,https://www.jinse.com/blockchain/572429.html,2019年“区块链”三个字非常火爆，为什么它会在今年会走进大众视野呢？区块链给各国政府、传统行业巨头、金融机构、互联网巨头带来哪些刺激？通过一年的回顾我们可以看
专业矿工的必修课：用金融工具管理挖矿风险,https://www.jinse.com/blockchain/569470.html,金融的本质是管理风险，不会管理风险的矿工不是好矿工！
八个知识点 | 让你更懂比特币,https://www.jinse.com/blockchain/568668.html,Some very important points that most people do not understand about Bitcoin
量化交易学习者的趣味读物,https://www.jinse.com/blockchain/566137.html,罗马不是一夜建成的，也没有人能一夕之间就成为量化大师，学习要张弛有度，专业知识学累了就看看故事性读物放松一下吧。
